gene_id	GO	description
gene=ankX	GO:0032720	negative regulation of tumor necrosis factor production
gene=ankX	GO:0002455	humoral immune response mediated by circulating immunoglobulin
gene=ankX	GO:0045893	positive regulation of transcription, DNA-templated
gene=ankX	GO:0002315	marginal zone B cell differentiation
gene=ankX	GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT
gene=ankX	GO:0010225	response to UV-C
gene=ankX	GO:0005634	nucleus
gene=ankX	GO:0005886	plasma membrane
gene=ankX	GO:0033257	Bcl3/NF-kappaB2 complex
gene=ankX	GO:0030330	DNA damage response, signal transduction by p53 class mediator
gene=ankX	GO:0140297	DNA-binding transcription factor binding
gene=ankX	GO:0045892	negative regulation of transcription, DNA-templated
gene=ankX	GO:0005829	cytosol
gene=ankX	GO:0043066	negative regulation of apoptotic process
gene=ankX	GO:0006606	protein import into nucleus
gene=exsH	GO:0005509	calcium ion binding
gene=exsH	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
gene=exsH	GO:0005576	extracellular region
gene=exsH	GO:0000271	polysaccharide biosynthetic process
gene=thyA1	GO:0004799	thymidylate synthase activity
gene=thyA1	GO:0006235	dTTP biosynthetic process
gene=thyA1	GO:0005737	cytoplasm
gene=thyA1	GO:0032259	methylation
gene=thyA1	GO:0006231	dTMP biosynthetic process
gene=trpS	GO:0072545	tyrosine binding
gene=trpS	GO:0042802	identical protein binding
gene=trpS	GO:0006437	tyrosyl-tRNA aminoacylation
gene=trpS	GO:0005524	ATP binding
gene=trpS	GO:0042803	protein homodimerization activity
gene=trpS	GO:0004831	tyrosine-tRNA ligase activity
gene=nrdF	GO:0005971	ribonucleoside-diphosphate reductase complex
gene=nrdF	GO:0046872	metal ion binding
gene=nrdF	GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
gene=nrdF	GO:0009263	deoxyribonucleotide biosynthetic process
gene=nrdF	GO:0006260	DNA replication
gene=recE_2	GO:0042802	identical protein binding
gene=recE_2	GO:0051908	double-stranded DNA 5'-3' exodeoxyribonuclease activity
gene=addA	GO:0072429	response to intra-S DNA damage checkpoint signaling
gene=addA	GO:0000785	chromatin
gene=addA	GO:0005524	ATP binding
gene=addA	GO:0006974	cellular response to DNA damage stimulus
gene=addA	GO:0001934	positive regulation of protein phosphorylation
gene=addA	GO:0048478	replication fork protection
gene=addA	GO:0003678	DNA helicase activity
gene=addA	GO:0000724	double-strand break repair via homologous recombination
gene=addA	GO:0003697	single-stranded DNA binding
gene=addA	GO:0008219	cell death
gene=addA	GO:0031297	replication fork processing
gene=addA	GO:0000737	DNA catabolic process, endonucleolytic
gene=addA	GO:0043138	3'-5' DNA helicase activity
gene=addA	GO:0000725	recombinational repair
gene=addA	GO:0016887	ATP hydrolysis activity
gene=addA	GO:0035562	negative regulation of chromatin binding
gene=addA	GO:0005634	nucleus
gene=addA	GO:0019005	SCF ubiquitin ligase complex
gene=addA	GO:1902231	positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage
gene=addA	GO:0003690	double-stranded DNA binding
gene=addA	GO:0016567	protein ubiquitination
gene=addA	GO:2000042	negative regulation of double-strand break repair via homologous recombination
gene=addA	GO:0015616	DNA translocase activity
gene=ssbB	GO:0006260	DNA replication
gene=ssbB	GO:0006310	DNA recombination
gene=ssbB	GO:0006281	DNA repair
gene=ssbB	GO:0003697	single-stranded DNA binding
gene=acm	GO:0042742	defense response to bacterium
gene=acm	GO:0016998	cell wall macromolecule catabolic process
gene=acm	GO:0019835	cytolysis
gene=acm	GO:0009253	peptidoglycan catabolic process
gene=acm	GO:0005576	extracellular region
gene=acm	GO:0003796	lysozyme activity
gene=yfdH	GO:0016021	integral component of membrane
gene=yfdH	GO:0016757	glycosyltransferase activity
gene=yfdH	GO:0033644	host cell membrane
gene=cysK	GO:1904798	positive regulation of core promoter binding
gene=cysK	GO:0006535	cysteine biosynthetic process from serine
gene=cysK	GO:0004122	cystathionine beta-synthase activity
gene=cysK	GO:0005737	cytoplasm
gene=cysK	GO:0009087	methionine catabolic process
gene=cysK	GO:0004124	cysteine synthase activity
gene=cysK	GO:0032991	protein-containing complex
gene=cysK	GO:0032993	protein-DNA complex
gene=cysK	GO:0140297	DNA-binding transcription factor binding
gene=cysK	GO:0042803	protein homodimerization activity
gene=cysK	GO:0019344	cysteine biosynthetic process
gene=cysK	GO:0008284	positive regulation of cell population proliferation
gene=cysK	GO:0080146	L-cysteine desulfhydrase activity
gene=dosC	GO:0016021	integral component of membrane
gene=dosC	GO:0005886	plasma membrane
gene=dosC	GO:0052621	diguanylate cyclase activity
gene=dosC	GO:0071111	cyclic-guanylate-specific phosphodiesterase activity
gene=dosC	GO:0071732	cellular response to nitric oxide
gene=ftsH2	GO:0045931	positive regulation of mitotic cell cycle
gene=ftsH2	GO:0016887	ATP hydrolysis activity
gene=ftsH2	GO:0008568	microtubule-severing ATPase activity
gene=ftsH2	GO:0005634	nucleus
gene=ftsH2	GO:0000287	magnesium ion binding
gene=ftsH2	GO:0046034	ATP metabolic process
gene=ftsH2	GO:0016787	hydrolase activity
gene=ftsH2	GO:0008017	microtubule binding
gene=ftsH2	GO:0007049	cell cycle
gene=ftsH2	GO:0005524	ATP binding
gene=ftsH2	GO:0051301	cell division
gene=polA	GO:0071479	cellular response to ionizing radiation
gene=polA	GO:0005634	nucleus
gene=polA	GO:0006261	DNA-templated DNA replication
gene=polA	GO:0006287	base-excision repair, gap-filling
gene=polA	GO:0006302	double-strand break repair
gene=polA	GO:0097681	double-strand break repair via alternative nonhomologous end joining
gene=polA	GO:0003677	DNA binding
gene=polA	GO:0005524	ATP binding
gene=polA	GO:0003887	DNA-directed DNA polymerase activity
gene=polA_1	GO:0008408	3'-5' exonuclease activity
gene=polA_1	GO:0006261	DNA-templated DNA replication
gene=polA_1	GO:0039693	viral DNA genome replication
gene=polA_1	GO:0003677	DNA binding
gene=polA_1	GO:0003887	DNA-directed DNA polymerase activity
gene=psaC	GO:0046872	metal ion binding
gene=psaC	GO:0031676	plasma membrane-derived thylakoid membrane
gene=psaC	GO:0009773	photosynthetic electron transport in photosystem I
gene=psaC	GO:0009055	electron transfer activity
gene=psaC	GO:0051539	4 iron, 4 sulfur cluster binding
gene=psaC	GO:0009522	photosystem I
gene=sunS	GO:0018240	protein S-linked glycosylation via cysteine
gene=sunS	GO:0030152	bacteriocin biosynthetic process
gene=sunS	GO:0008194	UDP-glycosyltransferase activity
gene=selB	GO:0005525	GTP binding
gene=selB	GO:0003924	GTPase activity
gene=pkn1_2	GO:0005788	endoplasmic reticulum lumen
gene=pkn1_2	GO:1903135	cupric ion binding
gene=pkn1_2	GO:0120147	Formylglycine-generating oxidase activity
gene=pkn1_2	GO:0043687	post-translational protein modification
gene=pkn1_2	GO:0042802	identical protein binding
gene=pkn1_2	GO:0018158	protein oxidation
gene=pkn1_2	GO:0005783	endoplasmic reticulum
gene=patA	GO:0016021	integral component of membrane
gene=patA	GO:0042121	alginic acid biosynthetic process
gene=patA	GO:0005886	plasma membrane
gene=patA	GO:0016746	acyltransferase activity
gene=patA	GO:0071555	cell wall organization
gene=dfrD	GO:0006730	one-carbon metabolic process
gene=dfrD	GO:0046677	response to antibiotic
gene=dfrD	GO:0004146	dihydrofolate reductase activity
gene=dfrD	GO:0046654	tetrahydrofolate biosynthetic process
gene=dfrD	GO:0031427	response to methotrexate
gene=astC	GO:0003992	N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity
gene=astC	GO:0005737	cytoplasm
gene=astC	GO:0042802	identical protein binding
gene=astC	GO:0006526	arginine biosynthetic process
gene=astC	GO:0030170	pyridoxal phosphate binding
gene=rtcB_1	GO:0042245	RNA repair
gene=rtcB_1	GO:0006974	cellular response to DNA damage stimulus
gene=rtcB_1	GO:0008033	tRNA processing
gene=rtcB_1	GO:0006396	RNA processing
gene=rtcB_1	GO:0008452	RNA ligase activity
gene=rtcB_1	GO:0030145	manganese ion binding
gene=rtcB_1	GO:0005525	GTP binding
gene=rtcB_1	GO:0006281	DNA repair
gene=rtcB_1	GO:0003909	DNA ligase activity
gene=lon_1	GO:0030163	protein catabolic process
gene=lon_1	GO:0004176	ATP-dependent peptidase activity
gene=lon_1	GO:0016887	ATP hydrolysis activity
gene=lon_1	GO:0004252	serine-type endopeptidase activity
gene=lon_1	GO:0005524	ATP binding
gene=tnpR	GO:0015074	DNA integration
gene=tnpR	GO:0000150	DNA strand exchange activity
gene=tnpR	GO:0003677	DNA binding
gene=clpA	GO:0004176	ATP-dependent peptidase activity
gene=clpA	GO:0016887	ATP hydrolysis activity
gene=clpA	GO:0005737	cytoplasm
gene=clpA	GO:0043335	protein unfolding
gene=clpA	GO:0034605	cellular response to heat
gene=clpA	GO:0005829	cytosol
gene=clpA	GO:0006979	response to oxidative stress
gene=clpA	GO:0005524	ATP binding
gene=clpA	GO:0009368	endopeptidase Clp complex
gene=metC	GO:0019343	cysteine biosynthetic process via cystathionine
gene=metC	GO:0044524	protein sulfhydration
gene=metC	GO:0019346	transsulfuration
gene=metC	GO:0005516	calmodulin binding
gene=metC	GO:0044540	L-cystine L-cysteine-lyase (deaminating)
gene=metC	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling
gene=metC	GO:0018272	protein-pyridoxal-5-phosphate linkage via peptidyl-N6-pyridoxal phosphate-L-lysine
gene=metC	GO:0043066	negative regulation of apoptotic process
gene=metC	GO:0070814	hydrogen sulfide biosynthetic process
gene=metC	GO:0005737	cytoplasm
gene=metC	GO:0051092	positive regulation of NF-kappaB transcription factor activity
gene=metC	GO:0006629	lipid metabolic process
gene=metC	GO:0004123	cystathionine gamma-lyase activity
gene=metC	GO:0019344	cysteine biosynthetic process
gene=metC	GO:0016846	carbon-sulfur lyase activity
gene=metC	GO:0030170	pyridoxal phosphate binding
gene=metC	GO:0080146	L-cysteine desulfhydrase activity
gene=apaH	GO:0046872	metal ion binding
gene=apaH	GO:0005634	nucleus
gene=apaH	GO:0005737	cytoplasm
gene=apaH	GO:0004722	protein serine/threonine phosphatase activity
gene=rnhA_1	GO:0000287	magnesium ion binding
gene=rnhA_1	GO:0004523	RNA-DNA hybrid ribonuclease activity
gene=rnhA_1	GO:0005737	cytoplasm
gene=rnhA_1	GO:0006401	RNA catabolic process
gene=rnhA_1	GO:0003676	nucleic acid binding
gene=recJ	GO:0006281	DNA repair
gene=recJ	GO:0006310	DNA recombination
gene=recJ	GO:0003677	DNA binding
gene=recJ	GO:0008409	5'-3' exonuclease activity
gene=phnN	GO:0005524	ATP binding
gene=phnN	GO:0004385	guanylate kinase activity
gene=phnN	GO:0005737	cytoplasm
gene=whiB3	GO:0046872	metal ion binding
gene=whiB3	GO:0005737	cytoplasm
gene=whiB3	GO:0051539	4 iron, 4 sulfur cluster binding
gene=whiB3	GO:0003677	DNA binding
gene=whiB3	GO:0035731	dinitrosyl-iron complex binding
gene=whiB3	GO:0006355	regulation of transcription, DNA-templated
gene=sfsA	GO:0003677	DNA binding
gene=moaA	GO:0046872	metal ion binding
gene=moaA	GO:0016491	oxidoreductase activity
gene=moaA	GO:0051539	4 iron, 4 sulfur cluster binding
gene=queD	GO:0046872	metal ion binding
gene=queD	GO:0070497	6-carboxy-5,6,7,8-tetrahydropterin synthase activity
gene=queD	GO:0008616	queuosine biosynthetic process
gene=psaF	GO:0016021	integral component of membrane
gene=psaF	GO:0009538	photosystem I reaction center
gene=psaF	GO:0015979	photosynthesis
gene=psaF	GO:0009535	chloroplast thylakoid membrane
gene=ripA	GO:0005576	extracellular region
gene=ripA	GO:0008234	cysteine-type peptidase activity
gene=gcvA	GO:0003700	DNA-binding transcription factor activity
gene=gcvA	GO:0009411	response to UV
gene=gcvA	GO:0005737	cytoplasm
gene=gcvA	GO:0006351	transcription, DNA-templated
gene=gcvA	GO:0006355	regulation of transcription, DNA-templated
gene=gcvA	GO:0043565	sequence-specific DNA binding
gene=gerKI	GO:0009536	plastid
gene=gerKI	GO:0051287	NAD binding
gene=gerKI	GO:0047918	GDP-mannose 3,5-epimerase activity
gene=gerKI	GO:0019853	L-ascorbic acid biosynthetic process
gene=gerKI	GO:0005829	cytosol
gene=gyrA1	GO:0046872	metal ion binding
gene=gyrA1	GO:0005634	nucleus
gene=gyrA1	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
gene=gyrA1	GO:0006265	DNA topological change
gene=gyrA1	GO:0003677	DNA binding
gene=gyrA1	GO:0005524	ATP binding
gene=recU	GO:0006310	DNA recombination
gene=recU	GO:0008821	crossover junction endodeoxyribonuclease activity
gene=recU	GO:0000287	magnesium ion binding
gene=recU	GO:0005737	cytoplasm
gene=recU	GO:0007059	chromosome segregation
gene=recU	GO:0003676	nucleic acid binding
gene=recU	GO:0006281	DNA repair
gene=yfbR	GO:0046872	metal ion binding
gene=yfbR	GO:0016787	hydrolase activity
gene=yfbR	GO:0000166	nucleotide binding
protein=Small,	GO:0030435	sporulation resulting in formation of a cellular spore
protein=Small,	GO:0006265	DNA topological change
protein=Small,	GO:0003690	double-stranded DNA binding
gene=ydiP_2	GO:0003886	DNA (cytosine-5-)-methyltransferase activity
gene=ydiP_2	GO:0009307	DNA restriction-modification system
gene=ydiP_2	GO:0008168	methyltransferase activity
gene=ydiP_2	GO:0032776	DNA methylation on cytosine
protein=Bifunctional	GO:0016021	integral component of membrane
protein=Bifunctional	GO:0005506	iron ion binding
protein=Bifunctional	GO:0033644	host cell membrane
protein=Bifunctional	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
protein=Bifunctional	GO:0004497	monooxygenase activity
protein=Bifunctional	GO:0020037	heme binding
gene=clpP_1	GO:0004252	serine-type endopeptidase activity
gene=clpP_1	GO:0004176	ATP-dependent peptidase activity
gene=clpP_1	GO:0005737	cytoplasm
gene=ykfC	GO:0016998	cell wall macromolecule catabolic process
gene=ykfC	GO:0071555	cell wall organization
gene=ykfC	GO:0008234	cysteine-type peptidase activity
gene=sunA	GO:0019835	cytolysis
gene=sunA	GO:0005576	extracellular region
gene=sunA	GO:0050830	defense response to Gram-positive bacterium
gene=groS	GO:0046872	metal ion binding
gene=groS	GO:0051082	unfolded protein binding
gene=groS	GO:0016887	ATP hydrolysis activity
gene=groS	GO:0051085	chaperone cofactor-dependent protein refolding
gene=groS	GO:0005737	cytoplasm
gene=groS	GO:0051087	chaperone binding
gene=groS	GO:0005524	ATP binding
protein=Hybrid	GO:0004362	glutathione-disulfide reductase (NADPH) activity
protein=Hybrid	GO:0034599	cellular response to oxidative stress
protein=Hybrid	GO:0045454	cell redox homeostasis
protein=Hybrid	GO:0005737	cytoplasm
protein=Hybrid	GO:0042744	hydrogen peroxide catabolic process
protein=Hybrid	GO:0097573	glutathione oxidoreductase activity
protein=Hybrid	GO:0008379	thioredoxin peroxidase activity
gene=rhlB	GO:0004386	helicase activity
gene=rhlB	GO:0016887	ATP hydrolysis activity
gene=rhlB	GO:0003678	DNA helicase activity
gene=rhlB	GO:0003677	DNA binding
gene=rhlB	GO:0005524	ATP binding
gene=rrrD_1	GO:0044659	viral release from host cell by cytolysis
gene=rrrD_1	GO:0042742	defense response to bacterium
gene=rrrD_1	GO:0016998	cell wall macromolecule catabolic process
gene=rrrD_1	GO:0019835	cytolysis
gene=rrrD_1	GO:0009253	peptidoglycan catabolic process
gene=rrrD_1	GO:0030430	host cell cytoplasm
gene=rrrD_1	GO:0003796	lysozyme activity
gene=xerC_2	GO:0009037	tyrosine-based site-specific recombinase activity
gene=xerC_2	GO:0006313	transposition, DNA-mediated
gene=xerC_2	GO:0003677	DNA binding
gene=xerC_2	GO:0005737	cytoplasm
protein=Phosphorylated	GO:0046872	metal ion binding
protein=Phosphorylated	GO:0016787	hydrolase activity
protein=Phosphorylated	GO:0005975	carbohydrate metabolic process
gene=hin_2	GO:0098678	viral tropism switching
gene=hin_2	GO:0015074	DNA integration
gene=hin_2	GO:0046718	viral entry into host cell
gene=hin_2	GO:0000150	DNA strand exchange activity
gene=hin_2	GO:0003677	DNA binding
gene=fcl_1	GO:0050577	GDP-L-fucose synthase activity
gene=fcl_1	GO:0042351	'de novo' GDP-L-fucose biosynthetic process
gene=fcl_1	GO:0016853	isomerase activity
gene=ahcY	GO:0006730	one-carbon metabolic process
gene=ahcY	GO:0004013	adenosylhomocysteinase activity
gene=ahcY	GO:0005737	cytoplasm
gene=lukDv	GO:0044179	hemolysis in another organism
gene=lukDv	GO:0005576	extracellular region
gene=lukDv	GO:0090729	toxin activity
gene=hlb_2	GO:0034480	phosphatidylcholine phospholipase C activity
gene=hlb_2	GO:0044179	hemolysis in another organism
gene=hlb_2	GO:0005576	extracellular region
gene=hlb_2	GO:0090729	toxin activity
gene=dnaE_2	GO:0008408	3'-5' exonuclease activity
gene=dnaE_2	GO:0005737	cytoplasm
gene=dnaE_2	GO:0016539	intein-mediated protein splicing
gene=dnaE_2	GO:0006260	DNA replication
gene=dnaE_2	GO:0003676	nucleic acid binding
gene=dnaE_2	GO:0003887	DNA-directed DNA polymerase activity
gene=yiaD	GO:0016021	integral component of membrane
gene=yiaD	GO:0005886	plasma membrane
gene=yiaD	GO:0009279	cell outer membrane
gene=folA	GO:0006730	one-carbon metabolic process
gene=folA	GO:0046654	tetrahydrofolate biosynthetic process
gene=folA	GO:0004146	dihydrofolate reductase activity
gene=folA	GO:0006545	glycine biosynthetic process
gene=folA	GO:0050661	NADP binding
gene=nadR_1	GO:0050262	ribosylnicotinamide kinase activity
gene=nadR_1	GO:0005886	plasma membrane
gene=nadR_1	GO:0005737	cytoplasm
gene=nadR_1	GO:0009435	NAD biosynthetic process
gene=nadR_1	GO:0000309	nicotinamide-nucleotide adenylyltransferase activity
gene=nadR_1	GO:0005524	ATP binding
gene=yjbM	GO:0015969	guanosine tetraphosphate metabolic process
gene=sglT	GO:0016021	integral component of membrane
gene=sglT	GO:0015293	symporter activity
gene=sglT	GO:0008643	carbohydrate transport
gene=sglT	GO:0005886	plasma membrane
gene=sglT	GO:0006814	sodium ion transport
protein=Penicillin	GO:0016787	hydrolase activity
gene=nrdD_3	GO:0046872	metal ion binding
gene=nrdD_3	GO:0009265	2'-deoxyribonucleotide biosynthetic process
