gene_id	ko	pathway
gene=mtr_1	ko02000	Transporters [BR:ko02000]
gene=nrnB_1	99997	Function unknown
gene=bepD_1	ko01501	beta-Lactam resistance [PATH:ko01501]
gene=bepD_1	ko01503	Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
gene=bepD_1	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=bepD_1	ko02000	Transporters [BR:ko02000]
gene=bepD_1	ko01504	Antimicrobial resistance genes [BR:ko01504]
gene=cysT_1	ko02010	ABC transporters [PATH:ko02010]
gene=cysT_1	ko02000	Transporters [BR:ko02000]
gene=crr_5	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=crr_5	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=crr_5	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=crr_5	ko02060	Phosphotransferase system (PTS) [PATH:ko02060]
gene=crr_5	ko05111	Biofilm formation - Vibrio cholerae [PATH:ko05111]
gene=crr_5	ko02026	Biofilm formation - Escherichia coli [PATH:ko02026]
gene=crr_5	ko02000	Transporters [BR:ko02000]
protein=putative	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=kinA_2	ko02020	Two-component system [PATH:ko02020]
gene=kinA_2	ko01001	Protein kinases [BR:ko01001]
gene=kinA_2	ko02022	Two-component system [BR:ko02022]
gene=nifJ_1	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=nifJ_1	ko00020	Citrate cycle (TCA cycle) [PATH:ko00020]
gene=nifJ_1	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=nifJ_1	ko00650	Butanoate metabolism [PATH:ko00650]
gene=nifJ_1	ko00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]
gene=lsrC	ko02010	ABC transporters [PATH:ko02010]
gene=lsrC	ko02024	Quorum sensing [PATH:ko02024]
gene=lsrC	ko02000	Transporters [BR:ko02000]
protein=Beta-galactosidase	ko00052	Galactose metabolism [PATH:ko00052]
protein=Beta-galactosidase	ko00600	Sphingolipid metabolism [PATH:ko00600]
protein=Beta-galactosidase	ko00511	Other glycan degradation [PATH:ko00511]
gene=porB	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=porB	ko00020	Citrate cycle (TCA cycle) [PATH:ko00020]
gene=porB	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=porB	ko00640	Propanoate metabolism [PATH:ko00640]
gene=porB	ko00650	Butanoate metabolism [PATH:ko00650]
gene=porB	ko00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]
gene=porB	ko00680	Methane metabolism [PATH:ko00680]
gene=porB	ko00633	Nitrotoluene degradation [PATH:ko00633]
gene=mglA_12	ko02000	Transporters [BR:ko02000]
gene=cirA	ko02000	Transporters [BR:ko02000]
gene=iscS_1	ko00730	Thiamine metabolism [PATH:ko00730]
gene=iscS_1	ko04122	Sulfur relay system [PATH:ko04122]
gene=iscS_1	ko03016	Transfer RNA biogenesis [BR:ko03016]
gene=iscS_1	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=iscS_1	ko02048	Prokaryotic defense system [BR:ko02048]
gene=yraA_2	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=yraA_2	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=ctaC_4	ko00190	Oxidative phosphorylation [PATH:ko00190]
protein=2-oxoglutaramate	99980	Enzymes with EC numbers
gene=glsA2_2	ko00250	Alanine, aspartate and glutamate metabolism [PATH:ko00250]
gene=glsA2_2	ko00220	Arginine biosynthesis [PATH:ko00220]
gene=glsA2_2	ko00470	D-Amino acid metabolism [PATH:ko00470]
gene=glsA2_2	ko02020	Two-component system [PATH:ko02020]
gene=glsA2_2	ko04964	Proximal tubule bicarbonate reclamation [PATH:ko04964]
gene=glsA2_2	ko04724	Glutamatergic synapse [PATH:ko04724]
gene=glsA2_2	ko04727	GABAergic synapse [PATH:ko04727]
gene=glsA2_2	ko05206	MicroRNAs in cancer [PATH:ko05206]
gene=glsA2_2	ko05230	Central carbon metabolism in cancer [PATH:ko05230]
gene=glpK	ko00561	Glycerolipid metabolism [PATH:ko00561]
gene=glpK	ko03320	PPAR signaling pathway [PATH:ko03320]
gene=glpK	ko04626	Plant-pathogen interaction [PATH:ko04626]
gene=glpK	ko04147	Exosome [BR:ko04147]
gene=lexA_2	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=lexA_2	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=kanE_1	99980	Enzymes with EC numbers
gene=lolD_1	ko02010	ABC transporters [PATH:ko02010]
gene=lolD_1	ko02000	Transporters [BR:ko02000]
gene=mnaA_1	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=mnaA_1	ko00541	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
gene=mnaA_1	ko02020	Two-component system [PATH:ko02020]
gene=mnaA_1	ko05111	Biofilm formation - Vibrio cholerae [PATH:ko05111]
gene=ffh_3	ko03060	Protein export [PATH:ko03060]
gene=ffh_3	ko03070	Bacterial secretion system [PATH:ko03070]
gene=ffh_3	ko02024	Quorum sensing [PATH:ko02024]
gene=ffh_3	ko02044	Secretion system [BR:ko02044]
gene=gabT_4	ko00640	Propanoate metabolism [PATH:ko00640]
gene=gabT_4	ko00650	Butanoate metabolism [PATH:ko00650]
gene=gabT_4	ko00250	Alanine, aspartate and glutamate metabolism [PATH:ko00250]
gene=gabT_4	ko00280	Valine, leucine and isoleucine degradation [PATH:ko00280]
gene=gabT_4	ko00310	Lysine degradation [PATH:ko00310]
gene=gabT_4	ko00410	beta-Alanine metabolism [PATH:ko00410]
gene=gabT_4	ko01007	Amino acid related enzymes [BR:ko01007]
gene=cspE_2	99973	Transcription
gene=yidD_1	99997	Function unknown
gene=ytfQ	ko02010	ABC transporters [PATH:ko02010]
gene=ytfQ	ko02000	Transporters [BR:ko02000]
gene=cysW_2	ko02010	ABC transporters [PATH:ko02010]
gene=cysW_2	ko02000	Transporters [BR:ko02000]
gene=sacB_1	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=sacB_1	ko02020	Two-component system [PATH:ko02020]
gene=sacB_1	ko01003	Glycosyltransferases [BR:ko01003]
gene=mvaS_2	ko00650	Butanoate metabolism [PATH:ko00650]
gene=mvaS_2	ko00280	Valine, leucine and isoleucine degradation [PATH:ko00280]
gene=mvaS_2	ko00900	Terpenoid backbone biosynthesis [PATH:ko00900]
gene=mvaS_2	ko03320	PPAR signaling pathway [PATH:ko03320]
gene=megL	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=panC	ko00410	beta-Alanine metabolism [PATH:ko00410]
gene=panC	ko00770	Pantothenate and CoA biosynthesis [PATH:ko00770]
gene=sdh_3	99997	Function unknown
gene=etfB_3	99982	Energy metabolism
protein=D-aspartate	99980	Enzymes with EC numbers
gene=emrA_5	ko02000	Transporters [BR:ko02000]
gene=mreD_1	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=cspB_2	99973	Transcription
protein=putative	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=tolC	ko03070	Bacterial secretion system [PATH:ko03070]
gene=tolC	ko02020	Two-component system [PATH:ko02020]
gene=tolC	ko04626	Plant-pathogen interaction [PATH:ko04626]
gene=tolC	ko05133	Pertussis [PATH:ko05133]
gene=tolC	ko01501	beta-Lactam resistance [PATH:ko01501]
gene=tolC	ko01503	Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
gene=tolC	ko02000	Transporters [BR:ko02000]
gene=tolC	ko02044	Secretion system [BR:ko02044]
gene=tolC	ko01504	Antimicrobial resistance genes [BR:ko01504]
gene=narX_2	ko02020	Two-component system [PATH:ko02020]
gene=narX_2	ko01001	Protein kinases [BR:ko01001]
gene=narX_2	ko02022	Two-component system [BR:ko02022]
gene=xlnA_4	ko00511	Other glycan degradation [PATH:ko00511]
gene=xlnA_4	ko04142	Lysosome [PATH:ko04142]
gene=xlnA_4	ko04147	Exosome [BR:ko04147]
gene=dctP_2	ko02020	Two-component system [PATH:ko02020]
gene=dctP_2	ko02000	Transporters [BR:ko02000]
gene=narX_4	ko00910	Nitrogen metabolism [PATH:ko00910]
gene=narX_4	ko02020	Two-component system [PATH:ko02020]
gene=narX_4	ko02000	Transporters [BR:ko02000]
gene=psaB1_2	ko00195	Photosynthesis [PATH:ko00195]
gene=psaB1_2	ko00194	Photosynthesis proteins [BR:ko00194]
gene=baiA2	99997	Function unknown
gene=ptlI_4	ko00199	Cytochrome P450 [BR:ko00199]
gene=desA_1	ko02020	Two-component system [PATH:ko02020]
gene=desA_1	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=f1pep1_2	ko04614	Renin-angiotensin system [PATH:ko04614]
gene=f1pep1_2	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=rnc_3	ko03008	Ribosome biogenesis in eukaryotes [PATH:ko03008]
gene=rnc_3	ko05205	Proteoglycans in cancer [PATH:ko05205]
gene=rnc_3	ko03019	Messenger RNA biogenesis [BR:ko03019]
gene=rnc_3	ko03009	Ribosome biogenesis [BR:ko03009]
gene=rnc_3	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=mmgD_1	ko00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]
gene=yfdE_7	99980	Enzymes with EC numbers
gene=sseD	ko02000	Transporters [BR:ko02000]
gene=frdC_1	ko00020	Citrate cycle (TCA cycle) [PATH:ko00020]
gene=frdC_1	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=frdC_1	ko00650	Butanoate metabolism [PATH:ko00650]
gene=frdC_1	ko00190	Oxidative phosphorylation [PATH:ko00190]
gene=frdC_1	ko00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]
gene=frdC_1	ko02020	Two-component system [PATH:ko02020]
gene=rplX_2	ko03010	Ribosome [PATH:ko03010]
gene=rplX_2	ko03011	Ribosome [BR:ko03011]
gene=dmsC_6	ko00920	Sulfur metabolism [PATH:ko00920]
gene=dmsC_6	ko02000	Transporters [BR:ko02000]
gene=lacF_1	ko02010	ABC transporters [PATH:ko02010]
gene=lacF_1	ko02000	Transporters [BR:ko02000]
gene=fucK	ko00040	Pentose and glucuronate interconversions [PATH:ko00040]
gene=fucK	ko00051	Fructose and mannose metabolism [PATH:ko00051]
gene=cspLA_7	99973	Transcription
gene=napC	99982	Energy metabolism
gene=tufA_1	ko04626	Plant-pathogen interaction [PATH:ko04626]
gene=tufA_1	ko03012	Translation factors [BR:ko03012]
gene=tufA_1	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=tufA_1	ko04147	Exosome [BR:ko04147]
gene=phoC_1	ko00740	Riboflavin metabolism [PATH:ko00740]
gene=phoC_1	ko02020	Two-component system [PATH:ko02020]
gene=norG_6	ko03000	Transcription factors [BR:ko03000]
gene=norG_6	ko01504	Antimicrobial resistance genes [BR:ko01504]
gene=nadD	ko00760	Nicotinate and nicotinamide metabolism [PATH:ko00760]
gene=gntR_6	ko03000	Transcription factors [BR:ko03000]
gene=pcaF_2	ko00362	Benzoate degradation [PATH:ko00362]
gene=ribD2_1	ko00740	Riboflavin metabolism [PATH:ko00740]
gene=mqnC	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
gene=add_2	ko00230	Purine metabolism [PATH:ko00230]
gene=add_2	ko05340	Primary immunodeficiency [PATH:ko05340]
gene=glpC_3	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
protein=putative	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=araB_2	ko00040	Pentose and glucuronate interconversions [PATH:ko00040]
gene=ilvB	ko00650	Butanoate metabolism [PATH:ko00650]
gene=ilvB	ko00660	C5-Branched dibasic acid metabolism [PATH:ko00660]
gene=ilvB	ko00290	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]
gene=ilvB	ko00770	Pantothenate and CoA biosynthesis [PATH:ko00770]
gene=catB	ko00362	Benzoate degradation [PATH:ko00362]
gene=catB	ko00364	Fluorobenzoate degradation [PATH:ko00364]
gene=catB	ko00361	Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]
gene=catB	ko00623	Toluene degradation [PATH:ko00623]
gene=tldD	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=purT_1	ko00230	Purine metabolism [PATH:ko00230]
gene=galF	ko00040	Pentose and glucuronate interconversions [PATH:ko00040]
gene=galF	ko00052	Galactose metabolism [PATH:ko00052]
gene=galF	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=galF	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=galF	ko00541	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
gene=tsf	ko03012	Translation factors [BR:ko03012]
gene=tsf	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=trpA_1	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=trpA_1	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]
gene=ygfX	ko02048	Prokaryotic defense system [BR:ko02048]
gene=menI_2	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
protein=Putative	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
protein=Putative	ko00680	Methane metabolism [PATH:ko00680]
gene=yciV_1	99980	Enzymes with EC numbers
protein=putative	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=glnK_1	ko02020	Two-component system [PATH:ko02020]
gene=glnK_1	ko01001	Protein kinases [BR:ko01001]
gene=glnK_1	ko02022	Two-component system [BR:ko02022]
protein=Phosphatidylinositol	ko00571	Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571]
gene=ybhI_2	99977	Transport
gene=selU	ko03016	Transfer RNA biogenesis [BR:ko03016]
gene=melR_1	ko03000	Transcription factors [BR:ko03000]
gene=glnQ_4	ko02000	Transporters [BR:ko02000]
gene=rdgB	ko00230	Purine metabolism [PATH:ko00230]
gene=rdgB	ko00983	Drug metabolism - other enzymes [PATH:ko00983]
gene=narK_2	ko00910	Nitrogen metabolism [PATH:ko00910]
gene=narK_2	ko02000	Transporters [BR:ko02000]
gene=rplI_2	ko03010	Ribosome [PATH:ko03010]
gene=rplI_2	ko03011	Ribosome [BR:ko03011]
gene=groL1_1	ko03018	RNA degradation [PATH:ko03018]
gene=groL1_1	ko04212	Longevity regulating pathway - worm [PATH:ko04212]
gene=groL1_1	ko05134	Legionellosis [PATH:ko05134]
gene=groL1_1	ko05152	Tuberculosis [PATH:ko05152]
gene=groL1_1	ko05417	Lipid and atherosclerosis [PATH:ko05417]
gene=groL1_1	ko04940	Type I diabetes mellitus [PATH:ko04940]
gene=groL1_1	ko03019	Messenger RNA biogenesis [BR:ko03019]
gene=groL1_1	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=groL1_1	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=groL1_1	ko04147	Exosome [BR:ko04147]
gene=spuD_4	ko02010	ABC transporters [PATH:ko02010]
gene=spuD_4	ko02000	Transporters [BR:ko02000]
gene=catD_5	ko00362	Benzoate degradation [PATH:ko00362]
gene=comGC	ko02044	Secretion system [BR:ko02044]
protein=putative	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=gtf1_4	ko00552	Teichoic acid biosynthesis [PATH:ko00552]
gene=gtf1_4	ko01003	Glycosyltransferases [BR:ko01003]
gene=ripB_5	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=ripB_5	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=murF_2	ko00300	Lysine biosynthesis [PATH:ko00300]
gene=murF_2	ko00550	Peptidoglycan biosynthesis [PATH:ko00550]
gene=murF_2	ko01502	Vancomycin resistance [PATH:ko01502]
gene=resE_11	ko02020	Two-component system [PATH:ko02020]
gene=resE_11	ko01001	Protein kinases [BR:ko01001]
gene=resE_11	ko02022	Two-component system [BR:ko02022]
gene=thpA	ko02010	ABC transporters [PATH:ko02010]
gene=thpA	ko02000	Transporters [BR:ko02000]
gene=sglT_4	ko02000	Transporters [BR:ko02000]
gene=gspM	ko03070	Bacterial secretion system [PATH:ko03070]
gene=gspM	ko05111	Biofilm formation - Vibrio cholerae [PATH:ko05111]
gene=gspM	ko02044	Secretion system [BR:ko02044]
protein=Gluconokinase	ko00030	Pentose phosphate pathway [PATH:ko00030]
gene=entE	ko01053	Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]
gene=entE	ko01008	Polyketide biosynthesis proteins [BR:ko01008]
gene=lrgB	ko02020	Two-component system [PATH:ko02020]
gene=lnt_3	99980	Enzymes with EC numbers
gene=hyaE_2	99996	General function prediction only
protein=Putative	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
protein=Putative	ko00680	Methane metabolism [PATH:ko00680]
gene=bioY	ko02010	ABC transporters [PATH:ko02010]
gene=bioY	ko02000	Transporters [BR:ko02000]
gene=lon_1	ko04112	Cell cycle - Caulobacter [PATH:ko04112]
gene=lon_1	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=lysA_4	ko00300	Lysine biosynthesis [PATH:ko00300]
gene=lysA_4	ko00470	D-Amino acid metabolism [PATH:ko00470]
gene=mdeA_2	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=mdeA_2	ko00450	Selenocompound metabolism [PATH:ko00450]
gene=aroK_2	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]
protein=putative	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=rpoZ_2	ko03020	RNA polymerase [PATH:ko03020]
gene=rpoZ_2	ko03021	Transcription machinery [BR:ko03021]
gene=rpoZ_2	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=metR_2	ko03000	Transcription factors [BR:ko03000]
gene=ydiB	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]
gene=moaE2_3	ko00790	Folate biosynthesis [PATH:ko00790]
gene=moaE2_3	ko04122	Sulfur relay system [PATH:ko04122]
gene=inhA_4	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=clpC_1	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=gspI	ko03070	Bacterial secretion system [PATH:ko03070]
gene=gspI	ko05111	Biofilm formation - Vibrio cholerae [PATH:ko05111]
gene=gspI	ko02044	Secretion system [BR:ko02044]
gene=tuf_2	ko04626	Plant-pathogen interaction [PATH:ko04626]
gene=tuf_2	ko03012	Translation factors [BR:ko03012]
gene=tuf_2	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=tuf_2	ko04147	Exosome [BR:ko04147]
gene=aprE	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=aprE	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=pdhR_2	ko03000	Transcription factors [BR:ko03000]
gene=rseP	ko04112	Cell cycle - Caulobacter [PATH:ko04112]
gene=rseP	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=mboIIM	ko02048	Prokaryotic defense system [BR:ko02048]
gene=ssuC_1	ko02000	Transporters [BR:ko02000]
gene=nanA_2	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=lpxD_3	ko00540	Lipopolysaccharide biosynthesis [PATH:ko00540]
gene=lpxD_3	ko01005	Lipopolysaccharide biosynthesis proteins [BR:ko01005]
gene=ripB_1	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=ripB_1	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=kduI1_1	ko00040	Pentose and glucuronate interconversions [PATH:ko00040]
gene=liaR_12	ko02020	Two-component system [PATH:ko02020]
gene=liaR_12	ko02022	Two-component system [BR:ko02022]
gene=rfaC	ko00540	Lipopolysaccharide biosynthesis [PATH:ko00540]
gene=rfaC	ko01005	Lipopolysaccharide biosynthesis proteins [BR:ko01005]
gene=sotA	ko02000	Transporters [BR:ko02000]
gene=efpA_4	ko02000	Transporters [BR:ko02000]
gene=rimO_4	99997	Function unknown
gene=fecE_3	ko02000	Transporters [BR:ko02000]
gene=zwf1	ko00030	Pentose phosphate pathway [PATH:ko00030]
gene=zwf1	ko00480	Glutathione metabolism [PATH:ko00480]
gene=zwf1	ko05230	Central carbon metabolism in cancer [PATH:ko05230]
gene=zwf1	ko05415	Diabetic cardiomyopathy [PATH:ko05415]
gene=zwf1	ko04147	Exosome [BR:ko04147]
gene=isfD2	99997	Function unknown
gene=tsaC1_4	ko00061	Fatty acid biosynthesis [PATH:ko00061]
gene=tsaC1_4	ko00780	Biotin metabolism [PATH:ko00780]
gene=tsaC1_4	ko00333	Prodigiosin biosynthesis [PATH:ko00333]
gene=tsaC1_4	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=bglF_11	ko02060	Phosphotransferase system (PTS) [PATH:ko02060]
gene=bglF_11	ko02000	Transporters [BR:ko02000]
gene=yxlF_3	ko02000	Transporters [BR:ko02000]
gene=tnsB_4	99976	Replication and repair
gene=mhqO_2	99999	Others
gene=ykoD_2	ko02000	Transporters [BR:ko02000]
gene=hda_1	ko03032	DNA replication proteins [BR:ko03032]
gene=groL5_1	ko03018	RNA degradation [PATH:ko03018]
gene=groL5_1	ko04212	Longevity regulating pathway - worm [PATH:ko04212]
gene=groL5_1	ko05134	Legionellosis [PATH:ko05134]
gene=groL5_1	ko05152	Tuberculosis [PATH:ko05152]
gene=groL5_1	ko05417	Lipid and atherosclerosis [PATH:ko05417]
gene=groL5_1	ko04940	Type I diabetes mellitus [PATH:ko04940]
gene=groL5_1	ko03019	Messenger RNA biogenesis [BR:ko03019]
gene=groL5_1	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=groL5_1	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=groL5_1	ko04147	Exosome [BR:ko04147]
gene=alsE_2	ko00051	Fructose and mannose metabolism [PATH:ko00051]
gene=caiD	99980	Enzymes with EC numbers
gene=hemC_1	ko00860	Porphyrin metabolism [PATH:ko00860]
gene=zraS_14	ko01001	Protein kinases [BR:ko01001]
gene=zraS_14	ko02022	Two-component system [BR:ko02022]
gene=hepS	ko00900	Terpenoid backbone biosynthesis [PATH:ko00900]
gene=hepS	ko01006	Prenyltransferases [BR:ko01006]
gene=embB_1	ko00572	Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572]
gene=embB_1	ko01003	Glycosyltransferases [BR:ko01003]
gene=xdhA_4	ko00450	Selenocompound metabolism [PATH:ko00450]
gene=gnu	ko00541	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
gene=tlyA	ko03009	Ribosome biogenesis [BR:ko03009]
gene=basR_3	ko02020	Two-component system [PATH:ko02020]
gene=basR_3	ko01503	Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
gene=basR_3	ko02022	Two-component system [BR:ko02022]
gene=oleD_3	ko00040	Pentose and glucuronate interconversions [PATH:ko00040]
gene=oleD_3	ko00053	Ascorbate and aldarate metabolism [PATH:ko00053]
gene=oleD_3	ko00140	Steroid hormone biosynthesis [PATH:ko00140]
